id,1000G population code,population,1000G superpopulation code,latitude,longitude,GTM axis 1,GTM axis 2,t-SNE axis 1,t-SNE axis 2,Principal component 1,Principal component 2
HG03313,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.982619211300781670e-01,-4.831455009259998379e-01,6.753855133056640625e+01,-2.792963790893554688e+01,5.822012787729950389e+01,-1.306173272478435798e+01
HG03342,ESN,Esan in Nigeria,AFR,6.54381,5.8987,8.989354175198480679e-01,-4.138058718504313838e-01,5.982406616210937500e+01,-3.632283401489257812e+01,5.819133286226417567e+01,-1.256071545813737167e+01
HG03343,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.999313353818506389e-01,-4.171378810365379830e-01,6.434228515625000000e+01,-2.742316627502441406e+01,5.960115377189198682e+01,-1.459008706918014830e+01
HG03351,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.696601900945583941e-01,-3.873158245318504833e-01,5.950094604492187500e+01,-3.648379516601562500e+01,5.963939800848245909e+01,-1.409979725759229652e+01
HG03352,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.996398304390169409e-01,-4.661941594957331181e-01,6.420207977294921875e+01,-2.797308731079101562e+01,5.873960617252497229e+01,-1.261945516018901259e+01
HG03354,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.932369846003668012e-01,-4.402506558440063000e-01,6.390771484375000000e+01,-3.418013763427734375e+01,5.917526341843292670e+01,-1.316347128652785692e+01
HG03363,ESN,Esan in Nigeria,AFR,6.54381,5.8987,8.703790680109048106e-01,-4.352243687880294476e-01,5.611357116699218750e+01,-3.293450164794921875e+01,5.724348993116387874e+01,-1.283379776818451212e+01
HG03366,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.989712213598906931e-01,-4.453027997895642742e-01,6.427388000488281250e+01,-2.806008720397949219e+01,5.942790152008895888e+01,-1.405409956130681515e+01
HG03367,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.999846953820037410e-01,-4.635395367557463286e-01,6.770747375488281250e+01,-3.161893463134765625e+01,5.848675727699372828e+01,-1.410896619053329815e+01
HG03369,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.994402880731513283e-01,-4.709876173063418103e-01,6.415455627441406250e+01,-2.606402778625488281e+01,5.861521850974097703e+01,-1.359860680766405672e+01
HG03370,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.999992447012008290e-01,-4.653617516568182011e-01,6.504765319824218750e+01,-2.724139213562011719e+01,6.155616546144525358e+01,-1.394476481698113446e+01
HG03372,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.534688010853348272e-01,-3.916929838548360299e-01,6.261633300781250000e+01,-3.581839370727539062e+01,5.849319147050881185e+01,-1.388056677659716875e+01
HG03376,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,9.989673976789130716e-01,-8.670142134570560932e-01,8.530845642089843750e+01,-3.256995916366577148e+00,6.200353756516701509e+01,-1.294581624667039677e+01
HG03378,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,7.346738336699002447e-01,-7.333344851285089616e-01,7.731581878662109375e+01,7.575110346078872681e-02,5.922558751530814902e+01,-1.318016956919582228e+01
HG03380,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,9.916023142918563016e-01,-9.069657676324260898e-01,8.532960510253906250e+01,-3.018202543258666992e+00,5.933077334043953499e+01,-1.410515703148127997e+01
HG03382,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.637558948622132693e-01,-7.347829026147907339e-01,7.938829803466796875e+01,1.854043602943420410e+00,5.977108609169220443e+01,-1.248154492286325201e+01
HG03385,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.706359739346785087e-01,-8.079390937190644717e-01,7.886236572265625000e+01,-2.816689491271972656e+00,5.892774058858208974e+01,-1.584656293001602734e+01
HG03388,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.700357718467156554e-01,-9.625732405636683309e-01,8.321589660644531250e+01,-2.030217647552490234e+00,5.802822822368011657e+01,-1.519638316329559657e+01
HG03391,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,9.575352858884201845e-01,-8.739338246636100260e-01,8.373459625244140625e+01,-3.674269437789916992e+00,5.835201874708366176e+01,-1.206093032792511011e+01
HG03394,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,9.271557762989340867e-01,-8.907145552125816934e-01,8.384665679931640625e+01,-1.740904599428176880e-01,5.894088154933694312e+01,-1.111762018660723328e+01
HG03397,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.690055132271946592e-01,-8.824794797874587760e-01,8.178956604003906250e+01,-2.731250047683715820e+00,5.902727742884601980e+01,-1.263645331782165826e+01
HG03401,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.661930302844558227e-01,-8.691042575984357921e-01,8.059975433349609375e+01,-6.738982200622558594e-01,6.072101089451936673e+01,-1.172030810443982496e+01
HG03410,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.745832657858432224e-01,-8.681686527128260611e-01,8.101441955566406250e+01,-1.446382761001586914e+00,5.832483706958538505e+01,-1.459845936699261060e+01
HG03419,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,9.974651498417956841e-01,-8.682088080770359317e-01,8.416092681884765625e+01,-3.813966274261474609e+00,5.933777541702485081e+01,-1.299497855779651090e+01
HG03428,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.631682391460280268e-01,-9.471017701408747103e-01,8.164257812500000000e+01,-9.865972399711608887e-02,5.736933427847213807e+01,-1.215865345718468760e+01
HG03432,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,7.435142646021486446e-01,-7.345345182379282578e-01,7.869712066650390625e+01,1.629896283149719238e+00,5.773099013799295420e+01,-1.265029573329084833e+01
HG03433,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.713091343081572626e-01,-8.705016230944282452e-01,8.176576995849609375e+01,-2.780675888061523438e+00,6.011118713811009684e+01,-1.496692118953511930e+01
HG03436,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,7.734241867396924874e-01,-8.686425966425026512e-01,7.926030731201171875e+01,-1.904564499855041504e+00,5.849471057366722704e+01,-1.262085108253485899e+01
HG03437,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.782375190256096475e-01,-8.790503394207538346e-01,8.293324279785156250e+01,-2.716200828552246094e+00,5.905151881335970643e+01,-1.385141261838943016e+01
HG03439,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,9.950567003713295389e-01,-9.103705968956096184e-01,8.477257537841796875e+01,-3.426076173782348633e+00,5.814175712088804460e+01,-1.375068414809241091e+01
HG03442,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.966052703175274585e-01,-8.679536219183890955e-01,8.202979278564453125e+01,9.234432578086853027e-01,5.935028556003089051e+01,-1.362591929095542831e+01
HG03445,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.849790549488157909e-01,-8.952939116626495997e-01,8.356108856201171875e+01,-3.612316846847534180e+00,6.060037573768999408e+01,-1.254071388558161360e+01
HG03446,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.727349362738161531e-01,-9.503609141425714002e-01,8.347374725341796875e+01,-2.318397521972656250e+00,5.880100635194957448e+01,-1.404946857665944471e+01
HG03449,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.746599464132330803e-01,-8.715756575660821293e-01,8.186008453369140625e+01,-7.340028285980224609e-01,6.013168358170799621e+01,-1.215518516905379265e+01
HG03451,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,7.333426502357657251e-01,-8.722177177988700292e-01,7.769301605224609375e+01,3.513688802719116211e+00,6.088709843956682732e+01,-1.381597625581953537e+01
HG03452,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.700308955858696569e-01,-8.705615569613034399e-01,8.164199066162109375e+01,1.217909455299377441e+00,5.891090583959297788e+01,-1.293066467387077445e+01
HG03455,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.712583521957454336e-01,-8.698299298447117467e-01,8.135943603515625000e+01,7.496123313903808594e-01,6.031307823035159288e+01,-1.396971801941088565e+01
HG03457,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.747633003046290101e-01,-8.988632627671081510e-01,8.221261596679687500e+01,7.756595611572265625e-01,5.859484790583868374e+01,-1.286497038817342187e+01
HG03458,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.833950383127116002e-01,-9.941284405239179112e-01,8.463945770263671875e+01,-2.697938203811645508e+00,5.876785862710094221e+01,-1.360783247980309518e+01
HG03460,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.676690109953955066e-01,-8.695868073699788425e-01,8.098519134521484375e+01,-1.150526165962219238e+00,6.068120077836859849e+01,-1.300249835096573925e+01
HG03461,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.709095497818724052e-01,-8.618644573392946207e-01,8.084109497070312500e+01,2.361704856157302856e-01,6.054366917805669601e+01,-1.431895119623560397e+01
HG03464,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,7.451615332737602238e-01,-8.768769828721174608e-01,7.867275238037109375e+01,3.046074390411376953e+00,5.867407122782098128e+01,-1.297624092243649052e+01
HG03469,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.647472953709729460e-01,-9.184721816650647241e-01,8.229376983642578125e+01,-1.578703999519348145e+00,6.101769968235272756e+01,-1.202779762656426499e+01
HG03470,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.683702784161729804e-01,-9.812207817883386030e-01,8.351374053955078125e+01,-2.180673837661743164e+00,5.925813969784458379e+01,-1.297974312696082144e+01
HG03472,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.657546656347304692e-01,-9.613383074854763288e-01,8.176588439941406250e+01,3.387697458267211914e+00,6.055527658088772824e+01,-1.402520428130974572e+01
HG03473,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.662052993297404413e-01,-7.398697360931717482e-01,7.924317932128906250e+01,4.931018650531768799e-01,6.253978180940725906e+01,-1.357920363176783951e+01
HG03476,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.603557495515535836e-01,-8.242044052317381020e-01,7.958126831054687500e+01,-1.605437994003295898e-01,5.824713973573037151e+01,-1.284207604326351948e+01
HG03478,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.674149771801742403e-01,-9.696081641707436916e-01,8.355355072021484375e+01,-1.804339528083801270e+00,6.036591823067880824e+01,-1.348038913974752973e+01
HG03479,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.708507677072638842e-01,-9.330522092223283437e-01,8.270903778076171875e+01,-2.162823915481567383e+00,5.865585794477394188e+01,-1.451667844229394078e+01
HG03484,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.700401840410546539e-01,-9.768834590051642675e-01,8.444778442382812500e+01,-2.373683929443359375e+00,6.027724340058571784e+01,-1.440474421616010048e+01
HG03485,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.561795248825772031e-01,-8.726406346471645703e-01,8.055647277832031250e+01,-2.558827877044677734e+00,6.096146396264224876e+01,-1.336284487772374696e+01
HG03499,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.990413151128373359e-01,-4.124894471627930104e-01,6.330102157592773438e+01,-3.212414550781250000e+01,5.764411223244768934e+01,-1.366339770244015916e+01
HG03511,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.861384031422326668e-01,-4.199585352231311464e-01,6.341328811645507812e+01,-2.668564605712890625e+01,5.711464943091831969e+01,-1.313006473058659829e+01
HG03514,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.998760225714522498e-01,-4.853840367403230438e-01,6.659445190429687500e+01,-3.150088882446289062e+01,5.912895385159980322e+01,-1.336538845424233379e+01
HG03515,ESN,Esan in Nigeria,AFR,6.54381,5.8987,8.668241667007748896e-01,-4.646012854194981334e-01,5.529288482666015625e+01,-3.603987121582031250e+01,5.877288610318629480e+01,-1.201601638398902416e+01
HG03517,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.472369805044045243e-01,-4.659065449708839068e-01,6.359866714477539062e+01,-3.031101036071777344e+01,5.892941008600240593e+01,-1.376689297339244078e+01
HG03518,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.916615474880752235e-01,-4.684075217708504324e-01,6.013563156127929688e+01,-3.386016845703125000e+01,5.883364908025293971e+01,-1.365963759028831781e+01
HG03520,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.826877666174491655e-01,-4.633690291027667829e-01,6.118656539916992188e+01,-3.164714241027832031e+01,5.943964901601673745e+01,-1.351183377517440398e+01
HG03521,ESN,Esan in Nigeria,AFR,6.54381,5.8987,9.995874846052381635e-01,-4.591846618027946580e-01,6.321384811401367188e+01,-2.892688560485839844e+01,6.079928025540236547e+01,-1.366297504537533669e+01
HG03538,GWD,Gambian in Western Divisions in the Gambia,AFR,13.4431,-15.3101,6.004936067205786099e-01,-8.778372529466724750e-01,6.631925964355468750e+01,1.171312332153320312e+01,5.910404216542499256e+01,-1.254193824444470451e+01
HG03539,GWD,Gambian in Western Divisions in the Gambia,AFR,13.4431,-15.3101,6.000246862598608288e-01,-8.711541157124910173e-01,6.661605072021484375e+01,1.245210933685302734e+01,5.612967629093864730e+01,-9.020948720489450068e+00
HG03547,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.697590156961516605e-01,-8.744487805505594125e-01,8.415729522705078125e+01,1.271600723266601562e+00,5.977783576705752466e+01,-1.258440481889845231e+01
HG03548,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.963087433527765491e-01,-8.686935184254043207e-01,8.134133148193359375e+01,-4.116678535938262939e-01,5.818383215762341365e+01,-1.455525885018417220e+01
HG03556,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.176039229460546620e-01,-8.230334072025902170e-01,7.904949951171875000e+01,2.941397391259670258e-02,5.974090716398035283e+01,-1.367802409549656595e+01
HG03557,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.494866912353105093e-01,-8.082645816546806250e-01,7.894914245605468750e+01,-1.113957643508911133e+00,5.838860707220743507e+01,-1.088502084191898689e+01
HG03558,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.715916397131945326e-01,-8.844416847078359067e-01,8.244277191162109375e+01,-1.557511650025844574e-02,6.020382438616464071e+01,-1.386240646420521294e+01
HG03559,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.644144937258049222e-01,-8.681796550220669539e-01,8.022364807128906250e+01,-7.954961061477661133e-01,6.020348690551250570e+01,-1.300839809449947815e+01
HG03563,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.726276117639428787e-01,-7.385655606831592612e-01,7.887494659423828125e+01,-3.116343736648559570e+00,5.919796215479917834e+01,-1.438680797344492568e+01
HG03565,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.658844897253107353e-01,-8.665919624782084663e-01,8.040760803222656250e+01,-1.522475481033325195e+00,6.016545273215185574e+01,-1.311153093333159880e+01
HG03567,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.689096056803399248e-01,-8.598416820092061874e-01,8.036277008056640625e+01,-7.897377014160156250e-01,6.002662433727024904e+01,-1.302285591118370434e+01
HG03571,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,7.336906542838680378e-01,-7.613276091266274470e-01,7.719862365722656250e+01,-3.827782869338989258e-01,5.954816281913127796e+01,-1.320543430491718162e+01
HG03572,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.786132309450945810e-01,-9.428661224638250626e-01,8.329902648925781250e+01,-2.467999219894409180e+00,5.843932928658777826e+01,-1.225750010802159728e+01
HG03575,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.682085187740704590e-01,-8.931211077135661203e-01,8.204750823974609375e+01,1.069062471389770508e+00,5.903391256868415837e+01,-1.077936630614503599e+01
HG03577,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,9.465364398664213308e-01,-8.646213887615791238e-01,8.226101684570312500e+01,1.820776462554931641e+00,5.842354021040591050e+01,-1.288206291841425255e+01
HG03578,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,8.649057470135113057e-01,-8.957741627160156206e-01,8.113375854492187500e+01,2.378567695617675781e+00,5.923609095583151429e+01,-1.079449190069047226e+01
HG03583,MSL,Mende in Sierra Leone,AFR,8.4605,-11.7799,9.543172032693022500e-01,-8.807010714186908062e-01,8.355040740966796875e+01,-3.683872699737548828e+00,5.823751967008735875e+01,-1.185846511936737713e+01
NA18486,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.748133146441665620e-01,-5.081582978469108003e-01,5.784185028076171875e+01,-2.593679809570312500e+01,5.881980451053686920e+01,-1.250379508803296424e+01
NA18488,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.745387372257803493e-01,-4.335239957560172441e-01,5.515644836425781250e+01,-2.665011024475097656e+01,5.938614621953720274e+01,-1.157268293693483585e+01
NA18489,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.586946990142852787e-01,-4.611334916888457092e-01,5.937983322143554688e+01,-2.932818794250488281e+01,5.998439811159637713e+01,-1.420720759559275770e+01
NA18498,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.010984234120849035e-01,-4.424255176168042647e-01,5.588497924804687500e+01,-3.054850196838378906e+01,5.975840907445059003e+01,-1.273606857233993495e+01
NA18499,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.167722783267874265e-01,-4.690819768290456770e-01,6.065633010864257812e+01,-2.709972000122070312e+01,5.877493259068663178e+01,-1.313127046021944722e+01
NA18501,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.193591805035283837e-01,-5.521454636242668634e-01,5.925482940673828125e+01,-3.164366722106933594e+01,5.938124001658641049e+01,-1.370353357656647653e+01
NA18502,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.681893683792700767e-01,-3.984887274066060692e-01,5.440261840820312500e+01,-3.214691543579101562e+01,5.783637676443755993e+01,-1.360433867139076902e+01
NA18504,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.768339619628400250e-01,-3.545187307546644462e-01,5.605584716796875000e+01,-3.119283866882324219e+01,5.741144657267297902e+01,-1.280491316299714377e+01
NA18505,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.999927876033875007e-01,-5.233803892434406579e-01,6.522591400146484375e+01,-2.625300216674804688e+01,5.923550987966829950e+01,-1.402120134317879163e+01
NA18507,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.667415400775519974e-01,-4.514311134990361962e-01,5.384183502197265625e+01,-2.879170036315917969e+01,5.733922894126751402e+01,-1.464277722615582000e+01
NA18508,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.971620486346891798e-01,-4.594033290676963199e-01,5.979618835449218750e+01,-2.758196449279785156e+01,5.908154199665089124e+01,-1.068071678507512701e+01
NA18510,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.764644817301674440e-01,-4.956511479025625944e-01,5.879555511474609375e+01,-3.086794471740722656e+01,5.990429687155500460e+01,-1.194956504157452670e+01
NA18511,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.734650000390358215e-01,-4.862281588343690952e-01,5.645399475097656250e+01,-2.915927696228027344e+01,5.877876986073804488e+01,-1.268099224411086823e+01
NA18516,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.670696822560799433e-01,-4.566446457212615662e-01,5.403237533569335938e+01,-3.396930313110351562e+01,5.901893073938516210e+01,-1.341688026953648283e+01
NA18517,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.681441298288209429e-01,-4.535090906497741825e-01,5.365020370483398438e+01,-3.295246505737304688e+01,5.866078344894312835e+01,-1.230312777062772511e+01
NA18519,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.900262220637106259e-01,-3.959456425002120805e-01,5.573775482177734375e+01,-3.120158958435058594e+01,5.869262275801958140e+01,-1.263121219707231369e+01
NA18520,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.791952647526944942e-01,-4.656414812680438331e-01,6.021794509887695312e+01,-2.640621948242187500e+01,5.818192495906468764e+01,-1.230214073109287654e+01
NA18522,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.764717160703999754e-01,-4.841089001139285974e-01,5.772790908813476562e+01,-2.553464698791503906e+01,5.734345013709410210e+01,-1.386676482420753764e+01
NA18523,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.689541831709627129e-01,-5.248307127977027697e-01,5.927348709106445312e+01,-2.850456619262695312e+01,5.872580966491453580e+01,-1.189890380794610714e+01
NA18853,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.676453272927512339e-01,-4.540272485167107241e-01,5.496934127807617188e+01,-3.526095581054687500e+01,5.840958715178545901e+01,-1.314173941456762229e+01
NA18856,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.728449785117835535e-01,-4.730438248663340617e-01,5.899128723144531250e+01,-3.212955856323242188e+01,5.819349281404898733e+01,-1.205392563876555556e+01
NA18858,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.999922195818677917e-01,-6.001117118029823949e-01,6.394254302978515625e+01,-2.401151275634765625e+01,5.853799235407940671e+01,-1.317103886268391300e+01
NA18861,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.443629767598188396e-01,-4.719327451734636747e-01,6.010837554931640625e+01,-3.179941558837890625e+01,6.044228262674094054e+01,-1.301017204686935003e+01
NA18864,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.675849676311043757e-01,-5.881645966957028682e-01,5.715242004394531250e+01,-2.704232788085937500e+01,5.964182788228065135e+01,-1.292555071410048129e+01
NA18865,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.675270230883165290e-01,-4.839998717760319868e-01,5.506544113159179688e+01,-2.895234870910644531e+01,5.985717129449523810e+01,-1.293943519931397468e+01
NA18867,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.669120480298921905e-01,-4.689968166781313119e-01,5.455210876464843750e+01,-2.875405502319335938e+01,5.695961482981837065e+01,-1.426014088712460293e+01
NA18868,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.995408128308417295e-01,-5.934177587515928609e-01,6.720868682861328125e+01,-2.567659187316894531e+01,5.784694961133466506e+01,-1.307623621379799594e+01
NA18870,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.999227783450814755e-01,-3.456033316128596655e-01,6.335328674316406250e+01,-3.272933197021484375e+01,5.988139229151432374e+01,-1.268118522969841955e+01
NA18871,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.670364684459381799e-01,-4.667226302369692492e-01,5.443599700927734375e+01,-2.857109642028808594e+01,5.722521292988530206e+01,-1.385484796920906092e+01
NA18873,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.993417246832523526e-01,-4.685949418395032873e-01,5.776511383056640625e+01,-2.516933631896972656e+01,5.841217259188698563e+01,-1.391090470781269417e+01
NA18874,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.777972495506837225e-01,-4.598809737268579889e-01,5.603938293457031250e+01,-2.805366516113281250e+01,5.887437361132077740e+01,-1.467716827750044750e+01
NA18876,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.667208337780700766e-01,-4.617820805584140764e-01,5.386367416381835938e+01,-2.872289657592773438e+01,5.915401420333118665e+01,-1.275750427209899662e+01
NA18877,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.007520922278268172e-01,-4.550089665150063301e-01,5.407376480102539062e+01,-3.113496208190917969e+01,5.796612133087432994e+01,-1.285187645573782333e+01
NA18878,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.544140797194801129e-01,-4.877497922226775029e-01,5.970558166503906250e+01,-2.866389656066894531e+01,5.839427233252345673e+01,-1.478826069220325934e+01
NA18879,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.861982158168792978e-01,-5.150304400719571962e-01,5.881862640380859375e+01,-3.057139587402343750e+01,6.000809289922008816e+01,-1.254705630302344410e+01
NA18881,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.978622356449682318e-01,-5.905406568273252610e-01,6.644169616699218750e+01,-2.897479248046875000e+01,5.918268750565093939e+01,-1.364593926257582446e+01
NA18907,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.750033743617194881e-01,-4.653703207804901765e-01,5.510560989379882812e+01,-2.707115936279296875e+01,6.004472004041120670e+01,-1.279941692089844985e+01
NA18908,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.920353824726620084e-01,-4.724752935124665321e-01,5.877192687988281250e+01,-2.874067878723144531e+01,5.815833554462262356e+01,-1.227059440723007100e+01
NA18909,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.999825696172750522e-01,-5.094817411059109347e-01,6.527484130859375000e+01,-2.649910736083984375e+01,5.943125773918485066e+01,-1.305315356033623786e+01
NA18910,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.667277445773620137e-01,-4.506065676711654699e-01,5.349690628051757812e+01,-2.940342330932617188e+01,5.843492002950389264e+01,-1.232256092802717440e+01
NA18912,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.715216548260894536e-01,-5.818396317208881507e-01,5.732765579223632812e+01,-2.740557098388671875e+01,5.696806395050166572e+01,-1.180008587087635696e+01
NA18915,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.820246338656056784e-01,-5.875658302469044525e-01,5.819090652465820312e+01,-2.994763565063476562e+01,6.087383836698029427e+01,-1.326458727284094508e+01
NA18916,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.934163701985341266e-01,-5.904564409286702231e-01,6.017308807373046875e+01,-3.089050674438476562e+01,6.041509766604593779e+01,-1.481024484542736275e+01
NA18917,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.764054382648344133e-01,-4.716091270507217215e-01,5.548173904418945312e+01,-2.848086547851562500e+01,5.999245882918807382e+01,-1.396780127246300296e+01
NA18923,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.919375748610966825e-01,-4.483459077073109200e-01,6.133741378784179688e+01,-2.941223526000976562e+01,6.115498247878894489e+01,-1.417367369301713076e+01
NA18924,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,9.972740741711534351e-01,-4.583146237649633470e-01,6.360285568237304688e+01,-2.510026931762695312e+01,5.867592462650472385e+01,-1.249623859480666788e+01
NA18933,YRI,Yoruba in Ibadan: Nigeria,AFR,7.3775,3.9470,8.668758839505463776e-01,-3.979429741700831191e-01,5.354916763305664062e+01,-3.447461318969726562e+01,5.935634677429816719e+01,-1.104543507587463225e+01
