id,1000G population code,population,1000G superpopulation code,latitude,longitude,GTM axis 1,GTM axis 2,t-SNE axis 1,t-SNE axis 2,Principal component 1,Principal component 2
HG01525,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.237414811807718396e-01,9.772717386621923019e-01,-3.794803380966186523e+00,4.616367721557617188e+01,-1.212312232800690204e+01,4.130196046830247525e+01
HG01527,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.176301776246586717e-01,9.768026952496500215e-01,-8.613545298576354980e-01,4.377724456787109375e+01,-9.507477878169183327e+00,4.014789146320555346e+01
HG01528,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.755292335767650841e-02,9.172245663522817782e-01,-5.327709913253784180e-01,4.935589218139648438e+01,-1.153673923350168273e+01,4.105713491855058805e+01
HG01530,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.147440284619564488e-01,9.900802885262266484e-01,1.329758644104003906e+00,4.492683792114257812e+01,-1.189667407342521877e+01,4.027568749173379814e+01
HG01531,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,6.664275758845017439e-02,9.572081665328532329e-01,3.038769960403442383e+00,4.672132492065429688e+01,-1.109642832611201158e+01,4.333784399145119437e+01
HG01536,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.979881138624199899e-01,9.417950192083088812e-01,-4.753976464271545410e-01,5.083503723144531250e+01,-1.098741837154102718e+01,4.299947311380525861e+01
HG01537,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-6.724441126203466179e-02,9.219778900882724670e-01,1.163228797912597656e+01,5.143805313110351562e+01,-1.065958332129667063e+01,4.224537455191471480e+01
HG01602,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.632294940197137390e-01,9.938082822470135635e-01,1.654682517051696777e+00,4.346441650390625000e+01,-1.252242527441796049e+01,4.014956345639178181e+01
HG01603,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.475828797349771349e-01,9.213211913696314204e-01,5.875683784484863281e+00,5.202576828002929688e+01,-1.117778960969802959e+01,4.035405866702357969e+01
HG01605,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-7.682134318794660993e-03,9.691546842085797531e-01,-9.540564417839050293e-01,5.019250869750976562e+01,-1.230480540579700133e+01,4.316570991525419743e+01
HG01606,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.130596383616666312e-01,9.711576358378919416e-01,2.279438018798828125e+00,5.094941711425781250e+01,-1.296293265785223703e+01,4.387297518311472544e+01
HG01607,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.320988087711648384e-01,9.575178031363992259e-01,1.051108241081237793e+00,4.674432754516601562e+01,-1.279355090425790209e+01,4.276076487198112375e+01
HG01608,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.973067893172188725e-01,9.488500440750222698e-01,2.651643991470336914e+00,4.356013488769531250e+01,-1.329091514980018651e+01,4.078889378091592732e+01
HG01610,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.669985998223110502e-01,9.637641385881240419e-01,2.822663307189941406e+00,4.496770477294921875e+01,-1.205585563095253221e+01,4.230602335149399806e+01
HG01612,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.208064693118534150e-01,9.984145545021667623e-01,-4.306787014007568359e+00,4.595983123779296875e+01,-1.116633248774390097e+01,4.218309803390584989e+01
HG01613,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.881669816767091358e-02,9.273538572323002382e-01,2.242560386657714844e+00,4.933491897583007812e+01,-1.145036316662744724e+01,4.260400821882004863e+01
HG01615,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.647578498568980088e-01,8.988511168224975201e-01,-2.411676406860351562e+00,4.992717742919921875e+01,-1.116122676483112741e+01,4.186836304256568297e+01
HG01617,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.845212177420069710e-01,9.855346271834600769e-01,2.175108671188354492e+00,4.487631225585937500e+01,-1.177246960129198783e+01,4.205666713985544192e+01
HG01618,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.097189372034422100e-01,8.036014869143622841e-01,-2.415564775466918945e+00,5.157843017578125000e+01,-1.295926720026909607e+01,3.802129159824211513e+01
HG01619,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.937886550939910482e-02,9.264352809354409191e-01,3.104694843292236328e+00,4.792890167236328125e+01,-9.667529764550581106e+00,4.288594361498548579e+01
HG01620,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.689568481671403083e-02,8.477954435061653138e-01,9.674881935119628906e+00,5.100377273559570312e+01,-8.939114305247729320e+00,3.903292302900213429e+01
HG01623,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.466922140114883533e-01,9.489298759729150046e-01,-4.143701493740081787e-01,4.822280502319335938e+01,-1.026249134682361053e+01,4.109876789173440415e+01
HG01624,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.064070652628297364e-01,9.920181365030853460e-01,-4.419599533081054688e+00,4.615642547607421875e+01,-1.184458102620978437e+01,4.366538875979154000e+01
HG01625,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.719949032268706435e-01,9.988674775251699112e-01,-2.050025939941406250e+00,4.404626464843750000e+01,-1.346593562722379644e+01,4.283932861774619738e+01
HG01626,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.943442921420689334e-02,9.277802110263012603e-01,5.872803688049316406e+00,5.316526794433593750e+01,-1.068660674624843665e+01,4.150111969735514350e+01
HG01628,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.714467890882582335e-01,8.919021248991481077e-01,4.339659214019775391e+00,4.222774887084960938e+01,-5.306270281544928302e+00,3.723810903171757047e+01
HG01630,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.127362831519410191e-01,8.566773379797523180e-01,7.546045780181884766e+00,5.612323760986328125e+01,-5.570337574618955401e+00,3.664513696064972237e+01
HG01631,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.767280840069859194e-01,9.803395196326977201e-01,5.551811307668685913e-02,4.718286132812500000e+01,-1.220626638411209619e+01,4.191561986490644642e+01
HG01632,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.018778158508442666e-01,9.441593446096486764e-01,-3.036330342292785645e-01,5.059802627563476562e+01,-1.179221056012283242e+01,4.122987833176838279e+01
HG01668,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.745617338737714186e-01,9.144560565367600979e-01,2.805292367935180664e+00,4.313611984252929688e+01,-1.137791520894402453e+01,3.899038569633919593e+01
HG01669,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.868603973050757094e-01,9.391649871363437763e-01,-1.224037051200866699e+00,4.530157852172851562e+01,-7.127463026321193773e+00,3.783177055146499157e+01
HG01670,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.938947886930249831e-01,9.705814924520728137e-01,8.650301098823547363e-01,4.612197113037109375e+01,-1.231556428139053061e+01,4.149725747373041429e+01
HG01672,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,7.359225502406341324e-02,9.265496680887642666e-01,2.262544631958007812e+00,4.696389770507812500e+01,-1.174229829313460272e+01,4.378985630930716866e+01
HG01673,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.117911002360228001e-01,9.982133920114977244e-01,-3.257533073425292969e+00,4.478741455078125000e+01,-1.248080286540080408e+01,4.202734696420110794e+01
HG01675,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.490734523593888472e-01,9.818803290572833964e-01,1.684234380722045898e+00,4.458658218383789062e+01,-1.292918761171667974e+01,4.080157212811128176e+01
HG01676,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.260126523065877691e-01,9.988547267464082946e-01,-3.623528003692626953e+00,4.387524032592773438e+01,-1.264748127925238386e+01,4.171660694988949558e+01
HG01678,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.402926934458029851e-01,9.995393826010469107e-01,-4.028153896331787109e+00,4.376480102539062500e+01,-1.157046765097078378e+01,4.061139663217873164e+01
HG01679,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.380850220875755929e-01,9.962622366713768107e-01,-2.943203926086425781e+00,4.658072280883789062e+01,-1.324124611348412905e+01,4.168260580716975028e+01
HG01680,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.349110258302418430e-01,9.967435832920621408e-01,-2.412415266036987305e+00,4.672829437255859375e+01,-1.137254324551085283e+01,4.040361525283186950e+01
HG01682,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.656425261883444411e-01,9.903793877579919469e-01,-3.083096265792846680e+00,4.577479171752929688e+01,-1.256393704086727858e+01,4.207083917111608429e+01
HG01684,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,9.495608007665359840e-02,9.723762597935032836e-01,7.562901973724365234e-01,4.911949157714843750e+01,-1.337622247224119398e+01,4.345811483803908715e+01
HG01685,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.591527286217259807e-01,9.976621936397124246e-01,-3.759457111358642578e+00,4.358708190917968750e+01,-1.041037029301670280e+01,4.133190275705744199e+01
HG01686,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-9.514020492503752827e-03,9.460819723140660997e-01,-2.543051242828369141e+00,5.032945632934570312e+01,-1.230792441844574725e+01,4.139139739645115412e+01
HG01694,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.838983829411418025e-01,9.356480631343857546e-01,-1.964982748031616211e+00,4.814937973022460938e+01,-9.172326616934572741e+00,4.214198155027613524e+01
HG01695,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.599260256346512254e-01,9.826516208317880308e-01,-1.363123178482055664e+00,4.652767181396484375e+01,-7.678116218349664734e+00,4.057831945725174450e+01
HG01697,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.180400516818343876e-01,8.814869696131082399e-01,1.066454505920410156e+01,5.552343750000000000e+01,-1.140183099880774265e+01,4.126551705007954496e+01
HG01699,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.877383074075940073e-01,9.702494763756038809e-01,5.993895530700683594e+00,4.485060501098632812e+01,-1.138850164496177086e+01,4.036821163945405999e+01
HG01700,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.927443337702462234e-01,9.997125035300107321e-01,-2.605569601058959961e+00,4.422472763061523438e+01,-1.391207555167916965e+01,4.310697843553462860e+01
HG01702,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.399195281651128941e-01,9.997277211629544968e-01,-4.221201419830322266e+00,4.498286437988281250e+01,-1.286656419182804889e+01,4.359620751279204853e+01
HG01704,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.991639702407647428e-01,9.884657836301983247e-01,-4.598918557167053223e-01,4.382930374145507812e+01,-1.114182767287174869e+01,3.983883030499067246e+01
HG01705,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,5.911943837293720527e-02,9.640982139338449830e-01,4.257431030273437500e+00,4.531176376342773438e+01,-1.010889197778941728e+01,4.140338091847483781e+01
HG01707,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.303896282203940715e-01,9.493009708713350259e-01,-4.150877952575683594e+00,4.911166763305664062e+01,-1.178631057100226620e+01,4.271467958481157723e+01
HG01708,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.904719392419783941e-01,9.140361046742669915e-01,-4.481796741485595703e+00,4.748871994018554688e+01,-1.221955522342785905e+01,4.156044650729125323e+01
HG01709,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-9.613768116634978378e-02,9.536205089437815863e-01,2.592599153518676758e+00,5.071418380737304688e+01,-1.380558184244975628e+01,4.125827852439307719e+01
HG01710,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,9.502964602649871528e-02,9.630155248235799936e-01,8.711188435554504395e-01,4.838869094848632812e+01,-1.246807915776468079e+01,4.303053070816874737e+01
HG01746,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-2.610763747334106724e-02,9.365040903573234043e-01,1.392874336242675781e+01,4.946449661254882812e+01,-1.143133932008184139e+01,4.267937742299550763e+01
HG01747,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,6.871457895768509627e-02,9.216999431193295678e-01,5.008913040161132812e+00,4.978899765014648438e+01,-1.310723298906659018e+01,4.303768387448353394e+01
HG01756,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.836818766837964856e-01,9.366048364421021288e-01,-6.204624176025390625e-01,4.775984573364257812e+01,-9.720143947280940111e+00,4.155452079916206998e+01
HG01757,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-9.877948822565247797e-03,9.354670145267053316e-01,1.388807868957519531e+01,4.931292724609375000e+01,-8.816627374842781251e+00,4.269384903676186127e+01
HG01761,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-9.750472287488943721e-03,9.103455191414989711e-01,1.350484180450439453e+01,4.759432601928710938e+01,-1.237985725665396153e+01,4.257582305429609448e+01
HG01762,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.042646860220248217e-01,9.159552719378607488e-01,1.364272403717041016e+01,4.822483444213867188e+01,-1.160635106111160653e+01,4.052291994505925032e+01
HG01765,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.205970646186010214e-01,9.633312439100385483e-01,-5.856019854545593262e-01,4.836315536499023438e+01,-1.041186526413031110e+01,4.262261323934790624e+01
HG01766,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.046362221131498349e-01,9.640503721917871305e-01,-1.110127449035644531e+00,4.476105499267578125e+01,-9.770060919584878434e+00,3.988156314304960404e+01
HG01767,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.887961703733852858e-01,9.990023040201136961e-01,-2.563437700271606445e+00,4.251008224487304688e+01,-1.181203936403945498e+01,4.215132454998132516e+01
HG01768,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.434670346379924966e-01,9.978793065605467971e-01,-3.890304088592529297e+00,4.461052703857421875e+01,-1.142606273044284215e+01,4.099290441517635486e+01
HG01770,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.451002304761090100e-01,9.606031207861241983e-01,4.389925956726074219e+00,4.363756561279296875e+01,-9.391583732783853833e+00,4.091449243146606563e+01
HG01771,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.410495992886922068e-01,9.422056813996384506e-01,-3.607977628707885742e-01,4.849322891235351562e+01,-1.133634201109079065e+01,4.224375786602221439e+01
HG01773,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,5.239968217761648006e-02,9.684014411454693327e-01,2.769048213958740234e+00,4.673293685913085938e+01,-1.284676186215378735e+01,4.595596637091828285e+01
HG01775,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,8.749709271107342090e-02,9.539252057875794444e-01,2.133750200271606445e+00,4.693101119995117188e+01,-1.225943443303893510e+01,4.454482940480956188e+01
HG01776,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.254767078105661404e-01,9.812920133906438691e-01,8.396514058113098145e-01,4.568317413330078125e+01,-1.251121800127866202e+01,4.075758764635133957e+01
HG01777,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,9.422912563246325923e-02,9.593503639561001828e-01,1.721967577934265137e+00,4.683719635009765625e+01,-1.369736015814154584e+01,4.295756699754958419e+01
HG01779,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.365925518662504390e-02,9.722807913991503570e-01,4.638651847839355469e+00,5.312257003784179688e+01,-1.203026162180189118e+01,4.381761703493381077e+01
HG01781,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.303162226426632375e-02,9.209235683513488091e-01,1.217611122131347656e+01,4.734213256835937500e+01,-1.138443379171379277e+01,3.977996442717804371e+01
HG01783,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.741976661581380592e-01,9.375192512578033321e-01,-1.269586205482482910e+00,4.841945266723632812e+01,-1.058589123854950032e+01,4.043084109443578456e+01
HG01784,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,5.205441550683712754e-02,9.013725361412009418e-01,1.134489345550537109e+01,4.708986282348632812e+01,-1.100994233672466649e+01,4.118256018441788768e+01
HG01785,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.026151214863146310e-01,9.268752419808270471e-01,3.527845442295074463e-01,4.994924926757812500e+01,-1.355571511279688579e+01,4.099937507739182507e+01
HG01786,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.070820543067253425e-02,9.538294709451938802e-01,-1.643104314804077148e+00,4.909181976318359375e+01,-1.111019176575751999e+01,4.142462021396140415e+01
HG01789,GBR,British in England and Scotland,EUR,55.3780,-3.43597,-3.338213142996013238e-01,9.965303163642366124e-01,-2.560825729370117188e+01,6.855668640136718750e+01,-1.338835089900905650e+01,4.370341100447814142e+01
HG01790,GBR,British in England and Scotland,EUR,55.3780,-3.43597,-4.579984166150463110e-01,9.986678377920157335e-01,-1.930958747863769531e+01,6.863117218017578125e+01,-1.623633315694997137e+01,4.286742765318775383e+01
HG01791,GBR,British in England and Scotland,EUR,55.3780,-3.43597,-4.672050540220360482e-01,9.917361264263745424e-01,-1.984024810791015625e+01,6.712838745117187500e+01,-1.400709609346151474e+01,4.263054728751754396e+01
HG02215,GBR,British in England and Scotland,EUR,55.3780,-3.43597,-4.718210201464106968e-01,9.994400679523912645e-01,-2.642654037475585938e+01,6.274851989746093750e+01,-1.458496020809838356e+01,4.152680315712419201e+01
HG02219,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.204297052989707628e-01,9.271951811061722726e-01,1.674848556518554688e+00,4.747930908203125000e+01,-1.379406089625128651e+01,4.247081673882380670e+01
HG02220,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,1.248057238703737942e-01,9.380794305576055647e-01,9.308419376611709595e-02,4.897290039062500000e+01,-1.345914038264822210e+01,4.162038911454767032e+01
HG02221,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-7.168585411142273933e-02,9.027853007345360004e-01,1.254341602325439453e+01,4.991179656982421875e+01,-1.298231807144423655e+01,4.219260556272571705e+01
HG02223,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,4.075705428405006908e-02,9.005637752691592057e-01,1.220152154564857483e-01,4.931290435791015625e+01,-1.041430792827001817e+01,4.145926274199464245e+01
HG02224,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.654020749939290880e-01,9.253794866285988130e-01,4.166286468505859375e+00,4.773287963867187500e+01,-1.403103673337495039e+01,4.330858042888531401e+01
HG02230,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.869966529827580548e-01,9.713068125896040517e-01,1.427603483200073242e+00,5.129014205932617188e+01,-1.283403140179357216e+01,4.262536545429467338e+01
HG02231,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-1.288394041590848194e-01,8.888670973299888090e-01,3.862037420272827148e+00,4.751471710205078125e+01,-1.173501773862886743e+01,4.266602362771656232e+01
HG02232,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.697041596423127352e-01,9.998822980257066062e-01,-4.362771987915039062e+00,4.391501235961914062e+01,-1.292306140097440270e+01,4.200590469045901187e+01
HG02233,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.391002421689088830e-01,9.931112846249738890e-01,-3.580607891082763672e+00,4.688573837280273438e+01,-1.106155755494088844e+01,4.164538933596391246e+01
HG02235,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,2.754653357024579030e-01,9.112648909402076836e-01,-4.411529541015625000e+00,4.770431900024414062e+01,-1.341835460441687822e+01,4.175518449826501666e+01
HG02236,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,-6.912196748393996393e-02,9.187744211762320923e-01,1.332051944732666016e+01,4.920552825927734375e+01,-1.218760579123381405e+01,4.252683242246751405e+01
HG02238,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.462169280000390037e-01,9.959402069961669213e-01,-3.238241910934448242e+00,4.364796066284179688e+01,-1.146470893885845399e+01,4.140182642944124325e+01
HG02239,IBS,Iberian Population in Spain,EUR,40.4637,-3.7492,3.444737090120065792e-01,9.847098129373553776e-01,-3.502240896224975586e+00,4.298957443237304688e+01,-1.018280347995101387e+01,4.296530127014504785e+01
NA06984,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.665424448452309969e-01,9.992036430759203558e-01,-2.365714836120605469e+01,6.278895950317382812e+01,-1.373826072966105727e+01,4.268841859920608073e+01
NA06985,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.438472169790034227e-01,9.717344568807486649e-01,-2.727796936035156250e+01,7.268344879150390625e+01,-1.505381537362938893e+01,4.163604010778603737e+01
NA06986,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.679349913137511585e-01,9.976440652184397351e-01,-2.391490173339843750e+01,6.666589355468750000e+01,-1.169550732249837210e+01,4.286561637902775601e+01
NA06989,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.703489653672063842e-01,9.999251551728007836e-01,-2.628660202026367188e+01,6.607559967041015625e+01,-1.525722401590692634e+01,4.178072420331382375e+01
NA06994,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.665105933486277667e-01,9.997730201623585833e-01,-2.472419738769531250e+01,7.243912506103515625e+01,-1.471011758881942022e+01,4.095360455873788652e+01
NA07000,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.666950727087034179e-01,9.999751685521484079e-01,-1.936380767822265625e+01,7.169980621337890625e+01,-1.359644442656520269e+01,4.354762582766368695e+01
NA07037,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.256966684862875661e-01,9.996947630736822132e-01,-2.983461570739746094e+01,7.150289916992187500e+01,-1.135579429360340065e+01,4.290258998638977772e+01
NA07048,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.666374002399495957e-01,9.999786615879162621e-01,-2.959215164184570312e+01,7.717037963867187500e+01,-1.375652432767516231e+01,3.997482419789297126e+01
NA07051,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.728553059333553965e-01,9.996617443223533295e-01,-2.435290527343750000e+01,6.450247955322265625e+01,-1.579300750404071430e+01,4.308773673845651331e+01
NA07056,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.665631697549734724e-01,9.968935756296078976e-01,-2.336487007141113281e+01,7.188294219970703125e+01,-1.345044697537279177e+01,3.999159350696776727e+01
NA07347,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.612626704818544865e-01,9.999779540177340387e-01,-2.933081054687500000e+01,7.276176452636718750e+01,-1.427795201575171191e+01,4.302429808519680421e+01
NA07357,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.640743360523458261e-01,9.998296913418245335e-01,-2.813565635681152344e+01,7.336334228515625000e+01,-1.331204364399813045e+01,4.138978623368182497e+01
NA10847,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.645910557349339221e-01,9.995901645845869377e-01,-2.459198188781738281e+01,7.089136505126953125e+01,-1.318128071392519018e+01,4.306590465664216794e+01
NA10851,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.666496783252234715e-01,9.995807411333640369e-01,-1.959575271606445312e+01,7.276045989990234375e+01,-1.467250964402979463e+01,4.280233493615742901e+01
NA11829,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.745654314006975683e-01,9.999478717646426151e-01,-2.207654762268066406e+01,7.160180664062500000e+01,-1.372653383317985565e+01,4.186799020985513664e+01
NA11830,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.667876690465108669e-01,9.988391190480642168e-01,-2.274093246459960938e+01,6.679034423828125000e+01,-1.330883231915515630e+01,4.228335065233591195e+01
NA11831,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.473056647940032993e-01,9.974358207248900099e-01,-2.793423843383789062e+01,7.158852386474609375e+01,-1.406763457462583311e+01,4.236609079175335779e+01
NA11832,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-3.667345616802812347e-01,9.667083245415486470e-01,-2.035767173767089844e+01,6.451176452636718750e+01,-1.249824128319566441e+01,4.312556563617179961e+01
NA11840,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.842376353273089573e-01,9.985955163399861112e-01,-2.025380516052246094e+01,7.116593933105468750e+01,-1.466756463664332699e+01,3.919175292191440718e+01
NA11843,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.724762866165260200e-01,9.984847799710041549e-01,-2.353950881958007812e+01,6.423909759521484375e+01,-1.545323413828659476e+01,4.204414911795552001e+01
NA11881,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.483065052240345905e-01,9.996163044917614204e-01,-2.940460395812988281e+01,7.023872375488281250e+01,-1.398015683871288672e+01,4.253033008273162352e+01
NA11892,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.639160128193258181e-01,9.923405206882623952e-01,-1.888571739196777344e+01,7.367471313476562500e+01,-1.428816392473580876e+01,4.033055234329846428e+01
NA11893,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.658029831301147006e-01,9.990996952537386511e-01,-2.149408149719238281e+01,6.657053375244140625e+01,-1.480854771502502665e+01,4.234010771720893729e+01
NA11894,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.658900526791547314e-01,9.999292252143794357e-01,-2.617385673522949219e+01,7.378680419921875000e+01,-1.339116409717125222e+01,4.372055778268230597e+01
NA11918,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.667563648943781063e-01,9.713020068375248783e-01,-2.481899833679199219e+01,6.196475982666015625e+01,-1.486079331132446057e+01,4.299326113198976174e+01
NA11919,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.634651189123170645e-01,9.940967639382706222e-01,-2.567101287841796875e+01,7.188999176025390625e+01,-1.457980409776394026e+01,4.078670537262035367e+01
NA11920,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.664376826472025894e-01,9.998739297475973675e-01,-2.110384178161621094e+01,7.330902862548828125e+01,-1.389794291604505361e+01,4.311725416311327308e+01
NA11930,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.666178869356850667e-01,9.995162001924109418e-01,-2.931065559387207031e+01,7.592789459228515625e+01,-1.163349773866687897e+01,4.293816449471095353e+01
NA11931,CEU,Utah Residents (CEPH) with Northern and Western European Ancestry,EUR,39.3210,-111.0937,-4.577069146952332246e-01,9.871011185652706077e-01,-1.974558258056640625e+01,6.578673553466796875e+01,-1.269064403651373318e+01,4.255555542669728908e+01
